b1,b2,b3,b4
-0.737824,-0.013683805,0.27793664,1.4566243
-2.5283048,-0.866416,0.8291611,1.5006591
-0.37188146,-0.120665245,0.08487868,0.5456538
-0.7007455,-0.07253424,0.2808336,0.5663097
-1.1680945,0.7034637,0.9323986,1.6540992
