b1,b2,b3,b4
-0.78140104,0.24806269,1.6433135,2.1860135
-0.5626018,0.20963103,0.80739754,1.8634422
0.037887555,0.2819413,0.47939485,0.8073936
-2.1115985,-0.12260665,0.10899021,0.66912925
0.5757295,1.1107293,1.5922332,1.7465843
-1.6479568,-1.2617766,-0.3839732,0.19577579
-1.7529025,-0.80023783,-0.41941482,0.28280956
-1.3619858,-0.037780754,0.5995068,2.0213223
-0.8288531,-0.4263125,-0.047334924,1.1763871
-1.3670805,-0.84962523,-0.0155008575,1.0340452
