Theta
-0.12097651
0.19745752
-0.47100925
-0.1789253
0.178695
-0.388969
0.11018546
-0.26081964
-0.67821765
0.44207513
-0.18515968
0.3017025
0.03841174
-0.72315484
-0.81937367
-0.11515506
-0.2513314
-0.5413271
-0.16236667
0.13921995
-0.41699055
-0.61509025
-0.05195476
-0.4013121
-0.77842325
0.27534753
0.34035784
0.27230874
-0.39639375
-0.3085105
0.073929496
0.04515197
-0.5757343
-0.7792828
-0.2031644
0.1481582
-0.3017212
-0.4165536
-0.19583632
0.0379103
-0.72708255
-0.28507355
-0.35057276
-0.18896163
0.4582132
-0.6955481
0.13312472
-0.25794002
-0.36820477
-0.023150891
-0.23529743
-0.36251134
0.29113096
0.35748515
0.103967085
-0.18016466
-0.10869945
-0.17919675
-0.030591452
0.123169795
-0.27405718
-0.2750104
-0.24513821
-0.39743218
-0.31706393
-0.5122194
0.23889542
0.49773172
0.26085034
0.22517923
0.09633521
-0.5256247
-0.36742902
-0.45369834
-0.08315961
-0.39056897
-0.22211204
-0.07334494
-0.92153955
-0.1232744
-0.09334139
-0.32653108
0.13278534
-0.72967726
-0.3341219
-0.6460024
-0.40570182
-0.306986
-0.08627215
-0.32635334
-0.24865332
-0.80486554
-0.0784184
-0.47479373
0.021516455
0.06276648
-0.79390687
-0.23229554
0.53275704
0.11617111
0.33262396
-0.60431665
-0.25281382
-0.41750273
-0.37854618
-0.42574188
0.12815532
-0.5121303
-0.26087907
-0.2077472
-0.34774196
0.26730812
-0.24969488
-0.19877924
0.2520684
-0.16274096
-0.3948311
-0.35517392
0.28586593
0.43965453
-0.0328841
-0.8712386
-0.32968825
-0.2946402
-0.4550831
-0.80413496
-0.074262485
-0.5448959
-0.34214333
-0.23441605
-0.27527952
0.10161495
0.1909078
0.229338
-0.36650637
-0.11966713
-0.8074305
-0.5626687
0.1992066
-0.3312688
-0.19842076
-0.08964233
-0.95640147
-0.5817374
-0.18825424
-0.10230153
-0.38510907
0.127771
-0.11286445
0.11252791
0.47855645
-0.35253873
-0.30452788
-0.21332882
-0.07686492
0.017059967
-0.625301
0.42463234
-0.9508945
-0.63519645
-0.1006354
0.00041984604
-0.24559505
-0.38585803
-0.46647787
0.79103833
0.107470274
-0.28683522
0.16331299
-0.3815439
-0.20474496
0.41302145
-0.2775831
-0.40899557
-0.59514433
-0.47082266
-0.55507964
-0.17550611
-0.5597957
-0.151627
-0.28166196
0.098433875
0.055174634
-0.30765527
-0.3862663
-0.26531076
-0.045620013
-0.8298114
-0.019190397
-0.52296484
0.23170903
-0.30044124
0.61527586
-0.30358046
-0.30719998
0.053961
-0.10609894
-0.49275696
-0.6207316
-0.6407916
-0.21493284
-0.21534541
-0.4337197
0.17841251
0.0657354
-0.25905222
-0.6725304
-0.03281356
-0.39429343
-0.14642659
0.19306552
-0.40622047
-0.10565044
0.38029405
-0.68776923
-0.026386853
-0.11011905
-0.48542592
-0.3398066
-0.68418473
-0.48375475
0.058910456
-0.7660797
0.56356853
-0.25016525
-0.50964016
-0.0001734863
0.16888528
-0.16453248
0.39811498
-0.6916905
-0.20526037
-0.59234655
-0.039219026
-0.26056868
-0.47317836
0.06379261
0.21404806
0.29964057
-0.101553865
0.067642294
0.26685244
-0.07186772
-0.4861643
-0.41321355
0.18141836
0.17837654
-0.20133653
0.029012775
-0.17566024
-0.38682967
-0.34469187
-0.25587648
-0.8384631
-0.5777758
-0.09777764
0.038162444
-0.39304164
0.05588271
-0.04952798
-0.22986051
-0.4854379
0.17772321
0.00096446415
0.26391912
-0.6023595
-0.53335917
-0.77814776
-0.09248828
-0.09879266
0.4133968
-0.674847
-0.53464633
0.066770814
-0.32045713
-0.07836189
-0.6472522
-0.11653539
-0.053894244
0.45289773
-0.3414526
0.1314282
0.28682247
-0.44477606
-0.2240321
-0.5675102
0.3822524
0.33699477
-0.37717476
-0.3747586
-0.0487596
-0.38612083
-0.4956667
-0.69954336
-0.4160093
0.016256431
-0.13410091
-0.08258976
0.26741588
-0.5762055
0.11671003
-0.22418544
0.30501676
-0.19236055
0.3428889
-0.14091259
-0.17996284
0.0085849175
-0.2730556
0.05015448
0.17618504
-0.2582018
-0.18545789
-0.52171147
-0.4611471
-0.28886166
-0.07824214
-0.46879044
-0.6138875
-0.3693585
-0.028408498
-0.33597606
-0.20461403
0.34908602
-0.21677756
-0.2661989
-0.1480931
0.26270482
-0.6589141
-0.6426155
-0.16882966
-0.4551107
0.6041622
-0.33369654
0.37105823
-0.28909442
-0.6133084
-0.44827256
0.23296611
-0.22182779
-0.41627136
-0.14136636
-0.034162793
-0.25009707
-0.29477018
-0.31020802
0.31938976
0.25836495
-0.3811437
-0.4100426
-0.36762103
0.35096312
-0.21772838
0.5090564
0.066288434
-0.44575712
-0.2839249
0.6057235
-0.365276
-0.15737416
-0.12372903
-0.16154717
-0.22435232
0.2754521
-0.23218751
0.053754337
-0.5295424
-0.34283605
0.2013095
0.13883455
-0.44279826
-0.38494384
0.6239302
0.18985337
-0.15409341
-0.41254014
-0.3555414
-0.049838986
-0.62025905
-0.065600485
-0.107236914
0.0027297041
-0.2603688
-0.35896766
-0.35805437
0.16728938
-0.030606432
-0.39861554
-0.018846853
-0.055414636
-0.05659586
0.3771348
-0.1995809
-0.46524855
-0.30689973
-0.16178194
-0.32628667
-0.18315391
-0.33133334
-0.26704478
0.10998554
0.07155426
0.043478485
0.38197917
-0.39595118
-0.59616345
-0.7651929
-0.18806267
-0.72156376
-0.7943224
-0.64113027
-0.093558505
0.30562046
-0.7689519
-0.45470133
0.089287356
-0.05928437
0.012157802
-0.40907434
-0.6912435
-0.12541777
-0.65739167
-0.27565107
-0.65944517
0.18330352
0.30929625
-0.0619134
-0.4119418
-0.4346574
-0.3651318
-0.54138464
-0.30798265
0.26610416
-0.5158383
-0.3988631
0.08459543
-0.1454515
0.07765229
0.10355549
-0.25760013
0.1806324
-0.09156418
-0.21654087
0.2610437
0.10015992
-0.29975197
0.41864136
0.53225505
-0.63406414
-0.26126164
-0.67392427
-0.2451263
0.40432033
-0.9395905
0.06376748
0.35019642
-0.7191594
-0.45273882
-0.48498636
-0.23478745
-0.17609586
-0.4144165
0.24846761
-0.1207634
-0.55828863
-0.3461259
-0.9450463
0.53066456
-0.40706652
-0.04670107
-0.03691449
-0.4948916
-0.7307384
-0.31646508
