0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58
-0.022996621857639912,-0.0067733137687579935,-0.006457162171155779,-0.012331904971447186,-0.002847627253890868,-0.0077409525415087655,-0.018345232978780674,-0.015315814624553685,0.002199225508087824,-0.014152539420026795,-0.003047842934205908,-0.008372345675073965,-0.0035674843332568996,-0.0069083357839284905,-0.021206615301957495,-0.005588101946669498,0.001989303795797388,-0.006738398242335946,-0.016901638507508792,-0.003945070566995334,-0.010296770365788483,-0.007527889103938693,0.011757609493529777,-0.007104144009575794,-0.011461720887310388,-0.019328260742931633,0.0013900468709161188,-0.0035756120051574393,-0.01639431248335468,-0.05232936750813182,-0.005989144045722652,-0.010113441341550445,-0.007918283793504542,-0.017239197879281392,-0.031262590804653344,-0.02335624254585044,0.017954278532887055,-0.013128300868999939,0.0018342665022628532,0.004259441229063441,-0.025008329619877093,-0.027011677761873056,-0.00892884322030798,-0.014967442538678915,-0.01412194686464116,-0.005746522169110806,-0.005058778340265919,-0.0333157894235067,-0.018763159818700508,0.006131057560487956,-0.7585045386028307,1.067794622935812,-0.030138436085385186,-0.021211301070832484,-0.020025626871571944,-0.2584052355610843,55.0,12830.0,11835.0
-0.023718873925328718,-0.009120805025360269,-0.007568601617784248,-0.02538166342120232,-0.015638398249499724,-0.007395624070029752,-0.010705761055602553,-0.01222217500573482,-0.01990220164472959,-0.040815415755309815,0.0056828042465080246,-0.011027966762883003,-0.005877122858630865,-0.01401930542487329,-0.026516407620608463,-0.012830772773935134,-0.009170892120424332,-0.011461860190919212,-0.024754318381289775,-0.019711987498028882,-0.012220918322682803,-0.015098550214959492,-0.016398403654251333,-0.007388488193162603,-0.011130010664951782,0.005392349411746687,-0.005452469762902282,-0.011074920831492856,-0.016068205049267363,-0.08846249022229474,-0.00819474804175436,-0.010461151712016482,-0.003971008675953242,-0.015237646646064983,-0.027257040081490623,-0.03188607063120363,-0.008757696310605254,-0.0220509040822766,-0.012174764362504384,-0.027645194336096746,-0.03148327257153269,-0.020528935996252176,-0.012129265087412295,-0.016312079661565428,-0.0044437013036522175,-0.0076270527810529025,-0.009126952525053349,-0.027024125632080453,-0.018026917532495093,-0.0075437706430411845,0.34963188563344366,-0.31245260315085194,-0.02999179325605455,-0.0243652661685029,-0.019925369530565864,-0.2584052355610843,115.0,2053.0,12209.0
-0.024571422382518162,-0.009181569458309826,-0.008900948283618376,-0.02092381505400639,-0.0017020401742082534,-0.00799466325524845,-0.010275861635165268,-0.012460787568262554,0.0813559179925727,-0.07803026686997451,-0.006078439870082823,-0.009095636969058652,-0.00592014051630967,-0.011210413257218887,0.019472391630963207,-0.013843773750960828,-0.02468830545774678,-0.017841925574228583,-0.004684144186118578,-0.019804346007248324,-0.013014480886695158,-0.01484582208924447,-0.01271363587759394,-0.00862833961704924,-0.012456851554386209,-0.04049169007593386,-0.007153266006842163,0.02226561867307852,-0.008830037870937998,-0.024728428943115315,-0.009538955619599953,-0.011206245363015134,-0.007117488841477819,-0.015145832369311937,-0.02568301135156744,-0.007072809355610992,-0.011665694234743522,-0.024779916426344244,-0.020642330153223212,-0.13965447941163225,-0.040091721629864074,-0.04535119885699008,-0.01222967047932145,-0.021002593053868247,-0.013899934233187682,-0.0019545936498285743,-0.01072533295272012,0.04420823845612135,-0.02872366844072953,-0.01256299597617173,0.3608629980412437,-0.31245260315085194,-0.03043172174404646,-0.02396385242879939,-0.020005575403370727,-0.2584052355610843,55.0,14017.0,512.0
-0.02479001607150273,-0.0099913485341478,-0.004494884763055516,-0.015691191484210915,-0.004998030119566285,-0.004569568619762721,-0.012065517000244929,-0.008704026990791034,-0.0037913050548934873,-0.01781410795545892,-0.010267705942317844,-0.007662758847712147,-0.00635748670271086,-0.015552719177729274,-0.01858700015471607,-0.008466856135618225,-0.009306349656831608,-0.011554687107520244,0.030423712660747424,-0.004611371240649889,-0.009322818930817284,0.006958129216912625,-0.019668153338606203,-0.007889783296044542,-0.010756643810017908,-0.021855416141496133,-0.004954268760823186,0.0018688201295565547,-0.006206999814148707,0.05100486274264145,-0.011779812493956005,-0.0180242528576372,-0.00735898731914322,-0.013884916301903435,-0.041998876320696536,-0.007452296146061487,-0.006929685438962781,0.00289962440431241,-0.013624867372535742,0.06279415567320813,-0.021163056985752122,-0.00866509485655383,-0.011393795591677735,-0.01386029976476976,-0.0067541378411511335,-0.007104683166624542,-0.008497072238002442,-0.007076137332132121,-0.01530848447573664,-0.005105861195520634,1.3978690436947843,2.0167145908703934,-0.021486509154877514,-0.02207147337019714,-0.020005575403370727,-0.2584052355610843,55.0,12986.0,467.0
-0.02412596746714416,-0.00866569182347277,-0.008593749181910507,-0.018778728485615095,-0.01567723170982795,-0.008128566131944393,-0.0025790697892621763,-0.012016857219373747,0.10130620007959228,-0.026768307373924754,-0.0072461375971138485,-0.010342743431739616,-0.0018037603684258718,-0.01681163293779005,-0.024196681076081545,-0.013643462823300381,-0.008553807787902296,-0.005949369451227177,-0.011520360421415222,-0.009763656647820267,-0.008796499138595806,-0.013468118324284703,-0.011836169053868606,-0.007661754031934341,0.008590547763828255,-0.03758126940365342,0.0237351961220618,-0.017731796287469008,-0.013987497833949373,-0.013027147824285944,-0.0102179567108036,-0.00761056761497003,-0.006845190557965236,-0.014105270566110746,-0.04175220017645484,-0.004985632008133266,-0.015556303329595176,-0.018085646055732103,0.14440183445873878,0.6152503653317548,0.040882277581644984,-0.030945106044499234,0.026421385136107756,-0.00233134614750125,-0.013531167489417496,-0.0046602308118336485,0.000648031779255446,0.020431602035033795,0.04076627657265844,0.050054400883883424,0.3608629980412437,-0.31245260315085194,-0.0301873170284954,-0.016566370654263324,-0.019805060721358566,-0.23264888376265314,84.0,847.0,14334.0
-0.024512888217691733,-0.00730283239874699,-0.011287781753629513,-0.02480347297150116,0.002491973541239964,-0.007050295598550738,-0.017950362400008652,-0.0037985966355697305,0.012110830621384176,0.0018917881625030654,-0.013060549990474523,-0.011987279426483746,-0.006086065767356492,-0.011271939117672986,-0.030229734142455732,-0.004620886324537619,-0.013528109541525057,-0.010672831399810442,-0.0269865522540397,-0.025880216506613138,-0.00909046618756577,-0.009200815104246982,-0.011560478463981932,-0.008459394858619415,-0.014507283580035455,0.04575497354995693,-0.00734754056028449,-0.015947819738472917,-0.012502291150443004,-0.05864047514861155,-0.009535890151919576,-0.011871221417132208,-0.003887009205460929,-0.011586498907185511,0.017285623678723577,-0.038708208159529585,-0.015782038328272577,-0.011786974303512558,0.03678347535712578,-0.09913044633491667,-0.037933407312645544,-0.016976845464544872,-0.007179279266290955,-0.011680939856506945,-0.012199091700696623,-0.007703033815878846,-0.009311654263361509,-0.07106577217206418,-0.028334309539370897,-0.00577167680093591,0.7988763819454469,0.9383964454901872,-0.03038284080093625,-0.02339040422922295,-0.020085781276175593,-0.2584052355610843,148.0,14485.0,13675.0
-0.024819117803167846,-0.009905782291831077,-0.009375553637380532,-0.009336878441995189,-0.01712863228959533,-0.007849014512175668,-0.015587507807679278,-0.0016510835728201327,-0.02610149312126934,-0.061220338593672485,-0.012257005420584617,-0.013491725317971893,-0.006346220173318792,-0.015003719192138859,-0.028853774671177407,-0.008753014603704581,-0.022265120639794387,-0.0072596570817109705,-0.01731021702886034,-0.011102855031502195,-0.007976212297404361,-0.005928768662467535,-0.009850011040706536,-0.007164151710657426,-0.010798300442593176,-0.027364854451162813,-0.006465557925024846,-0.012290667813030932,-0.012548371548737952,0.030473448186917693,-0.006884260608392922,-0.011922496679136417,-0.0066260919390977845,-0.014246052457132084,-0.0379463396652973,-0.031282341646396025,-0.013015678050363265,-0.02124116316025426,-0.019036858963545636,-0.22224631825370014,-0.017230955614727556,-0.032611693252218764,-0.01060310313039314,0.0021251654597797616,-0.013561270897072205,-0.006823315897034721,-0.009261926872278541,-0.021732299885028145,-0.015280167464728739,0.001193778763408521,-1.5222201823332362,-1.0025762161941838,-0.02881865062140944,-0.0243652661685029,-0.019945420998767078,-0.2584052355610843,167.0,2204.0,7701.0
-0.02328102514436719,-0.009713568269235539,-0.0057357620334373,-0.011713241190266947,-0.022045919203656724,-0.007557717026030105,-0.012575027424466896,0.008920007860094555,-0.018313803389393635,-0.03379186156461728,-0.0040319593175542215,-0.010208744202538244,-0.00689828011353013,-0.007883284034201122,-0.030935354384136925,-0.005785551289649083,-0.021587832957758006,0.006353767264432638,0.00037824334672500066,-0.005561344478335593,-0.009576699564018618,-0.01399370336448851,-0.012485375926827552,-0.006833647757007823,-0.008436215091751192,0.027573827128056887,-0.007175911506936668,-0.01430920424161725,-0.010882387918074483,-0.02917058196044869,-0.01008767433438755,-0.011243099457580657,-0.007072689123881918,-0.010239889514807499,-0.016814416641925636,-0.025046683703311742,-0.00654018191183315,-0.018957199261878284,-0.023162747289706288,-0.13686711205714916,-0.03922343426086811,-0.018671679913073207,-0.008903741872330692,0.0033789959198219895,-0.01376823182469833,-0.0051386738905032595,-0.010353561505099848,-0.005710504881279913,-0.0132696596831678,-0.012655185829229232,0.49938005107077804,0.3992373728000841,-0.029845150426723907,-0.022587576749815937,-0.019805060721358566,-0.2584052355610843,115.0,1153.0,12221.0
-0.024797622205915203,-0.009899581839489285,-0.0007964146790107803,-0.025254461522268064,-0.019235347512401496,-0.005021784475270953,-0.01729118328867148,-0.005069347259263938,-0.024249874583620573,-0.047705821999259365,-0.014128933220103427,-0.007758690114072222,-0.0048672321331236675,-0.0024642755557440195,-0.011424954701651974,-0.008449686627533044,0.001582931186575559,-0.0029753378539710464,0.020996510680294615,-0.009183117447012336,-0.011892061245173472,-0.014212883508913927,-0.014293669043288541,-0.007517735549338425,-0.012293310700572197,-0.03219160149202297,-0.005779041711633555,-0.016889362917109744,-0.013108425620322692,-0.04404096004896102,-0.009384149501740883,-0.010650229240657,-0.007171388501710387,-0.023754951052855904,-0.053122795777690954,0.0029749658915441774,-0.013157315696592222,-0.0212658880739038,0.003310264208901915,-0.13523757421914367,-0.028878410464544806,-0.034998585100562835,-0.01120553548184807,-0.013888240276414155,-0.01595072887966473,-0.008339374982546121,-0.005887568191648689,0.013530280899477097,-0.019166677225563093,-0.026842179883077816,2.5958543671934593,3.3106963653266406,-0.030480602687156674,-0.02425057652858761,-0.020065729807974376,-0.2584052355610843,55.0,13661.0,3177.0
-0.02431909714092175,-0.004471705859484975,-0.002259925006248268,-0.005035141496218575,0.011889670940670229,-0.007194769754985836,-0.012256583409328167,0.010218504130594311,0.11248852379715739,-0.03109561564307181,-0.012250986360136003,-0.009892018751698633,-0.006161858783266768,-0.01696781396817353,-0.02102138998851618,-0.0116403535466959,-0.01838200459611913,-0.010604996345371228,-0.021724858125414876,-0.02186262135556735,-0.012135549103916272,-0.011806374984406282,-0.011433008621346157,-0.003043930634852463,-0.005364424148886143,-0.023795696589683092,-0.007075794559150438,0.033901110164864134,0.008350861401031856,-0.07142520822288809,-0.008840028988473853,-0.011417755818782491,-0.005890396576702606,-0.0059552232663320085,0.022700752368981687,-0.03041987166809944,-0.009727028951984676,-0.014370727779889172,-0.004268250331619116,0.02471442935350082,-0.01688364066712917,-0.0277390442126998,-0.007573370429534388,-0.015288758422589458,0.01268890057783404,-0.007891799199274548,-0.00983734382623858,-0.035461783274845886,-0.0063532297444880885,-0.02626855413072004,0.7988763819454469,0.3992373728000841,-0.030285078914715824,-0.019662990931976095,-0.019885266594163432,-0.2584052355610843,50.0,14593.0,14091.0
