b1,b2,b3,b4
-0.79922134,0.07175731,0.2565168,0.8487363
-1.1943123,-0.91757435,-0.18453078,0.3742561
-1.1571921,0.24075492,0.54747665,0.9367731
-0.83993304,-0.56486267,-0.28142354,-0.1374066
-0.76494604,-0.16976495,0.61555946,2.4212034
-1.1906329,-0.17340045,0.025073351,1.4367892
0.10699713,0.271571,0.4344961,0.6778369
-1.8116612,-1.4283335,-1.1747329,-0.95349926
-0.87669796,-0.45461926,-0.15802886,0.6439984
-1.1735306,-0.36462364,0.46536687,0.7062053
