b1,b2,b3,b4
-0.48653045,0.8268667,0.9008812,1.8373396
-0.120687306,0.45103636,1.1908371,2.095301
-1.0467211,-0.2092563,0.5298628,0.8037855
-1.0617931,-0.7094032,-0.45676434,0.4217669
-1.1916693,-0.4903173,-0.11606489,0.34225184
-0.31163076,0.64024925,1.0748713,1.9138423
-1.0988834,0.2940538,0.56381935,1.0994881
-0.73113775,-0.30103087,-0.08297461,0.18357177
-2.1613593,-1.63634,-0.5598647,1.8387418
0.59388083,0.9743734,1.1099869,1.8489199
